Tweets,Favorite,Retweets,Engagement,Sentiment,Tweet Length,Exclamations/Questions,Capital Letters,Passion
"For so long, society has forced sexual harassment and assault victims to keep quiet with criticisms. It is time we encourage them to speak up instead and support them as allies. Some people have already started taking such steps, such as, with the  movement. ",3,3,6,0.024999999999999998,259,0,3,3
"I would love to see a statue of Anita Hill put in the place of a downed Confederate statue. Her strength, courage, and poise under pressure are qualities we should all celebrate and strive to emulate. #hero #AnitaHill  #bravery #statue ",0,0,0,0.5,236,0,9,9
The latest Wise-Thinking !   #cfc,0,0,0,0.625,33,1,3,4
Trump supporters are trying to normalize sexual assault and undermine the  movement,0,0,0,0.5,83,0,3,3
"There is strength (& warmth) in numbers ??????????????
 

",0,0,0,0.0,61,0,3,3
"Jane Doe is suing #HarveyWeinstein and Black Cube, but to prove a RICO prosecution she may need to dig deeper into the technology used to effect her suffering. Me on my experience with Black Cube here:  Men #IWill #natsec #tech #law #privacy ",0,1,1,-0.16666666666666666,242,0,20,20
Why Has the Male Version of  Failed? -  #GoogleAlerts,0,0,0,-0.25,53,1,9,10
Why Has the Male Version of  Failed? -  #GoogleAlerts,0,0,0,-0.25,53,1,9,10
Why Has the Male Version of  Failed? -  #GoogleAlerts,0,0,0,-0.25,53,1,9,10
"One of the favorite tactics of #Democrats is to exploit victims for political gain. Shame on them. ?? '

",1,1,2,0.25,107,0,5,5
"Rape allegation against high-profile journalist, dropped by prosecutors last year, returns in civil suit |   #Japan #endrapeculture #AbeShinzo #LDP #SexualAssault #JusticeForShiori #femen #WomenForJustice  ? ? ? ? ",3,3,6,0.0,214,0,16,16
"Is President George H.W. Bush a sexual preditor?

 #bush #trump #sexualpreditor #pasadena #haraszti #psychiatry",0,0,0,0.5,113,1,6,7
"Is President George H.W. Bush a sexual preditor?

 #bush #trump #sexualpreditor #pasadena #haraszti #psychiatry",0,0,0,0.5,113,1,6,7
"Is President George H.W. Bush a sexual preditor?

 #bush #trump #sexualpreditor #pasadena #haraszti #psychiatry",1,2,3,0.5,113,1,6,7
"Is President George H.W. Bush a sexual preditor?

 #bush #trump #sexualpreditor #pasadena #haraszti #psychiatry",0,0,0,0.5,113,1,6,7
"Is President George H.W. Bush a sexual preditor?

 #bush #trump #sexualpreditor #pasadena #haraszti #psychiatry",0,0,0,0.5,113,1,6,7
"Convicted Drug Felon Aaron Sorkin (Molly's Game) Who Bullied Women Into Smoking Crack Calls Trump Voters ""KKK""! @Ben_Kew @Breitbart @WhiteHouse #Draintheswamp #MAGA #TheStorm  #PedoGate #LockHerUp #BoycottMollysGame #JessicaChastain  via @MailOnline",5,9,14,-0.5,249,1,45,46
"I can't even read the examples anymore. I sure he'd be a  victim, soon. @MarkHalperin could use the company. ",1,0,1,0.2125,109,0,4,4
This rape culture bullshit right here. What happened to believing the victim? What happened to ? ,2,1,3,0.10535714285714284,97,2,5,7
"#SoCalled@POTUS delivers another talking head speech. The arrogance or flat out stupidity it takes to speak at museums and think people appreciated it is astonishing. @realDonaldTrump's a wannabe Edward Longshanks. #Resist #LockHimUp 
",40,24,64,0.018750000000000003,236,0,18,18
"""Great OPPORTUNITY @FBI CLEAN REPUTATION c/o CALL #FBI 1-800-225-5324 #9 ARREST  Civil Rights MURDER  #Conspiracy @ScottsdalePD @MorganStanley DEFENDANTS #Fugitives AZ's Death-penalty  Cases Ex-@FBI MURDER VICTIM's  CRY @POTUS+"" ",1,0,1,0.2604166666666667,229,0,98,98
A  account re: Judge Kozinski. The title is perfect for what we know about these type of men. One incident is bad enough. And it's rarely a case of one incident only. ,0,1,1,0.12000000000000002,167,0,8,8
"Horrifying 
Where are the   crowd......yep to busy virtue signaling I guess. ",1,1,2,-0.4,78,0,5,5
"So let me get this straight, the  victims are outside of Trump Tower rallying sexual abuse. Why outside the Trump Towers & not outside Al Franken, Weinstein, Conyers, Menéndez house? Oh, because they are not Conservatives, oh I see!!??",13,4,17,0.14,235,3,14,17
"Over the years, there?ve been many articles and discussions about women having to choose between ?career and family?.  Now  is exposing the true dilemma: choosing between career and sexual agency.",147,29,176,0.45,196,0,2,2
"More Click Here>   #Xmas
#NowPlaying  #?????  #BTS #YouAre #??? #??? #GOT7 #EXO #BTSShow #Mersal #JIMIN #KingRama9 #JBJ #giveaway #job #2017MAMA #TWICE #MPN #7for7 #NewProfilePic #bucaescort #TrapaDrive #KCAArgentina #? #AMAs #CyberMonday ",1,1,2,0.5,240,0,60,60
"I wish people would stop saying ""Oh, but  was 10 years old."" 

Yes, that's true, but it was @Alyssa_Milano realizing that this was the right moment to reboot it on Twitter that made it finally go big. (She just forgot to add the tag, initially, which was easily fixed) ",4,1,5,0.13928571428571426,271,0,7,7
Check out #CHILDUSA founder @Marci_Hamilton speaking at the RallyNYC  ,8,2,10,0.0,70,0,19,19
"Opinion | For black women,  came centuries too late ",3,0,3,-0.2333333333333333,52,0,4,4
I liked a @YouTube video   (when it suits me) - the Dishonest Hypocrisy of Lena Dunham,0,0,0,0.15,86,0,9,9
We have to acknowledge that all men are victims of a system that often perpetuate in our beliefs and our ways of thinking. We have to address the toxic elements of gender stereotypes that we put on men and how these elements often leave them voiceless. ,1,1,2,0.0,253,0,4,4
"Opinion | For black women,  came centuries too late ",0,0,0,-0.2333333333333333,52,0,4,4
" Every single actor, actress, producer, director, etc who works with #WoodyAllen or buys a ticket to his movie is knowingly supporting a pedophile.  #HollywoodPedophile",1,1,2,0.08928571428571429,168,0,7,7
Ciara Speaks on Unity and  | Backstage at Women in Music 2017  #Ciara,0,0,0,0.0,69,0,9,9
Grace VanderWaal Speaks out of  | Backstage at Women in Music 2017 ,0,0,0,0.0,67,0,9,9
Spotted at RallyNYC  #ThankYouTaranaBurke ,14,2,16,0.0,42,0,11,11
"We must stop thinking that the acts that happen to men are somehow their fault and start holding the adults?yes, the ones who are committing these crimes?accountable! ",0,1,1,0.0,167,1,3,4
The latest The Daily Scrum!  ,0,0,0,0.25,29,1,4,5
The latest Fallen angel escorts daily!  ,0,0,0,0.25,40,1,2,3
"Men on my Tweeter! Will you be ""man enough"" to stand up against other men when you hear ""lockers room talks"" ?  ",0,0,0,-0.0625,112,2,5,7
?F**k yo girl while she was sleep?...How do my lyrics make you feel? #tweet #me  #trending #tokyo #smith #japan #man #hot ,0,0,0,0.25,122,1,2,3
"This is exactly how rape culture continues to exist: the thought that it is pervasive and normal. But by trivializing it, in fact, normalizing it. ",0,1,1,0.2,147,0,4,4
"We must stop believing that the act of rape is a primary virtue of male identity and that if we ignore the violent behavior, it will simply go away. ",0,1,1,-0.1,149,0,3,3
Another  survivor has arrived to protest in front of the Trump Hotel. ,1,1,2,0.0,70,0,5,5
A Jim @MorinToon is definitely worth a 1000 words - #SexualPredatorTrump  ,6,5,11,0.3,74,0,9,9
"YES to this piece and how it pushes the discourse of  beyond the current ""sex panic"" and neo-puritan feminism into a discussion of the mechanics of power and desire for a world that centers women's work and time ",2,1,3,0.0,212,0,5,5
"Say it, @GloriaSteinem! ""Women of color in general?and especially Black women?have always been more likely to be feminist than white women.""  #Blacklivesmatter #listentoBlackwomen #unitewomen  #endracism #knowourherstory #allofusornone ",9,5,14,0.04166666666666667,236,1,7,8
We have to stop the cycle of normalization and tolerance of sexual assault that happens to men. We have to acknowledge that men are at risk because of the pressures and gender stereotypes we force on them. ,0,1,1,0.5,206,0,4,4
My Sexual Assault At Vidcon By A Famous YouTuber   via @YouTube,0,0,0,0.5,63,0,12,12
" posters need to be consistent.  They shouldn't be posting memorial tributes to a wife beater, post holiday music videos from date rapist, listening to rap music of a child molester, or watching music award shows with a man who brutal beat his girlfriend.  JMHO",1,0,1,-0.3125,261,0,7,7
"Pitfalls of ""Me Too""

 #psychiatrist #pasadena #haraszti ",2,2,4,0.0,59,0,3,3
"Pitfalls of ""Me Too""

 #psychiatrist #pasadena #haraszti ",0,0,0,0.0,59,0,3,3
"Pitfalls of ""Me Too""

 #psychiatrist #pasadena #haraszti ",0,0,0,0.0,59,0,3,3
"Pitfalls of ""Me Too""

 #psychiatrist #pasadena #haraszti ",0,0,0,0.0,59,0,3,3
"Pitfalls of ""Me Too""

 #psychiatrist #pasadena #haraszti ",0,0,0,0.0,59,0,3,3
Dylan Farrow: Why has the  revolution spared Woody Allen? ,0,0,0,0.0,58,1,7,8
The latest The Mister China Daily!  #hongkong ,0,0,0,0.25,46,1,5,6
This guy - who is crying men cannot compliment women at work anymore - throws graphic jokes at one in this bullying circle jerk ganging up on @MargaretJosephs.  You tarnish both the #resist movement you tweet and .  #shame ,0,0,0,-0.1,223,0,4,4
#RoseMcGowan said you make her vomit! You hi-hacked the  movement @Alyssa_Milano ,1,0,1,0.0,81,1,6,7
"By not acknowledging men as victims of sexual assault, we are subjecting them to years of being revictimized, of having mental and emotional health issues and, most, of being in pain. ",0,1,1,0.225,184,0,3,3
"That woman created the  awareness movement but you probably never heard of her. 
I didn't support the Hollywood one: 1) because I knew was stolen 2) because was made to promote celebrities and will be forgotten as every other trending on Twitter.
",1,0,1,-0.125,249,0,5,5
What a sight... ?. Snowflakes falling on top of Snowflakes! ??????  #NYC ,1,0,1,0.625,73,1,8,9
"Rose McGowan thinks Alyssa Milano is a HUGE hypocrite.
And she CALLS HER OUT... HARD!
Who do you think is right here?
#alyssamilano #rosemcgowan 

",10,5,15,0.2302827380952381,152,2,26,28
How Politics Might Sour the  Movement ,1,1,2,-0.15000000000000002,38,0,7,7
Kelly Clarkson Wants  to Impact Positive Change | Backstage at Women in Music 2017 ,0,0,0,0.2136363636363636,83,0,11,11
We urge state and federal lawmakers to pass laws that require all sexual abuse to be reported.  #endsexabuse #notyourfault,0,0,0,0.5,122,0,1,1
"Join @BobbiLParish and @RachelintheOC when we guest this Monday on #SayftyChat 8am pst/11am est with @kapoors_s and @SayftyCom. Use #SayftyCom hashtag to join! 

Topic: #VictimBlaming Language. Do you use it? Can we help change it? Don't miss this important  discussion. ",3,3,6,0.4,273,3,24,27
 movement named Time magazine?s Person of the Year ,0,0,0,0.0,51,0,5,5
"I believe you, @realdylanfarrow 
Dylan Farrow: Why Won?t Hollywood Confront Woody Allen?  via @thecut",0,0,0,0.0,102,1,11,12
"When will  affect Woody Allen?
 ",0,0,0,0.0,33,1,5,6
"I get it - the church I grew up in is still messing me up.  I left (altogether) at 17, but at 50 it's still messing me up.  ",2,0,2,0.0,124,0,5,5
"Love in an elevator,
Lovin' it up when I'm goin' down

#Aerosmith #pump #foxnews #TrumpTrain #TrumpElevator  #HerToo #TrumpTower ",0,0,0,0.17222222222222222,132,0,12,12
"Men are victims of sexual abuse/harassment too! It's because of toxic  masculinity (aka male culture) in which toxic masculinity dictates that regardless of age, a man should be tough enough to avoid rape.  

",0,2,2,0.059027777777777776,211,1,4,5
Breaking: Mary of Nazareth just tweeted ... Eplains a lot.. #ImmaculateConception?#NoMoore,6,1,7,0.0,90,0,10,10
?Countless women on the survey describe being hounded out of the Ph.D. entirely? - simultaneously comforting & upsetting to know it wasn?t just me. PhD  ,2,1,3,0.0,153,0,9,9
"We thought you should know: Roger Vangheluwe had repeatedly sexually abused his nephew for 13 years, starting when the boy was just 5 years old. The abuse began when Vangheluwe was a priest & continued after he was made a bishop. #WarOnPedophiles  ",0,1,1,0.2,248,0,10,10
" We're not joking. We're not doing it for attention. It sucks and this is hard. 
There's a weird dynamic between honesty and responsibility.
I CAN speak out - financially & philosophically. Therefore, I must",1,0,1,-0.21833333333333332,209,0,12,12
"Dylan Farrow shocked that Woody Allen's career has not been impacted by , Harvey Weinstein fall out  %s  Sadly getting away with it!",0,0,0,-0.6625,132,1,9,10
Today a White man sat in a room with me and said that every movement has been started by the power elite group. I kindly reminded him that everything from the civil rights movement to  to Nat Turner was led by folks at the margins. Be clear.,1,0,1,0.2333333333333333,241,0,6,6
"#MakingAMurderer  
Krazy Kathy had to chime in!
She needed to tell the world that
Teresa doesn't matter!
That Averys long list of beaten & sexually assaulted women don't matter!
The petition is for every 1 of those victims who the docu-twins decided don't matter! ",1,0,1,0.365625,269,4,12,16
"??#NotMyPresident @mahmarmak @BrandiElsie @zsc4297 @LuckyGinnie3 @viciousbabushka @whirledps @lisaga @CatFanatic9 @GirlsReallyRule @badgirl_loony @njterrie #TalesofLA @
 
Looks like a real Handmaids Tale almost played out in DC starring #TrentFranks ",28,25,53,0.2,252,0,24,24
"DO IT, now.......

#TrumpSexProbe #TrumpSexPredator #TrumpIsASexualPredator #TrumpSexualPredator #SexualPredatorTrump  ",0,2,2,0.0,121,0,23,23
"Had one of those  bitches at my house last night. My wife squared her ass away immediately. Whine, whine, whine.",1,0,1,0.0,112,0,5,5
"#womensagenda
I know this is irreverent, but this is why some people want to elect #RoyMooreChildMolester 
How screwed up have our morals become? 
#NoMoore 
#TrumpSexProbe 
#TheResistance  ",13,6,19,0.8,194,1,15,16
Throwback to when rape and sexual harassement was cool. @AmandaCerny the track we hear on this video is from a moroccan singer who allegedly raped a 16 yo french student in Paris  #balancetonporc ,3,3,6,0.1875,196,0,4,4
All I want for Christmas is for rape victims not to be blamed because of what clothes they were wearing.  ,0,0,0,0.0,106,0,3,3
"Is dit het begin van het einde van #Trump?  #grabthembythepussy  Ex-Fox News anchor Juliet Huddy says Donald Trump tried to kiss her in a lift
",0,0,0,0.0,144,1,11,12
Is  the End of Flirting as We Know it? ,0,0,0,0.0,39,1,7,8
?  ? -The Congo,0,0,0,0.0,15,0,4,4
Grooming the Next Generation of  Predators: Sleek Pornhub Storefront Pops Up in SoHo  via @HuffPostBlog,1,1,2,0.0,103,0,16,16
" #harassment #ISupportsurviviors @GabbyCTV Sexual harassment is destructive, traumatic and can be a lifelong weight of despair. It is challenging to move forward and be happy.  When we give up, we have lost part of our future selves. Imagine!   Never give up on you!",3,1,4,0.18333333333333332,266,2,12,14
The answer is NO  ,0,0,0,0.0,18,0,5,5
"If anyone told me that it was never ever my fault, it would?ve been differently. I?m so proud of all the women speaking out ",0,0,0,0.8,124,0,4,4
Wouldn?t it be powerful @Alyssa_Milano if everyone who tweeted  now tweeted #TrumpResign and #NoMoore?,2,0,2,0.3,102,1,7,8
"RallyNYC
Silent No More 
We Do Not Consent.
She Needed a Hero, so that's what She Became.
The Future is Female
 ",103,63,166,-0.0625,117,0,21,21
.@BlackWomensBP Thank you Erika Dickerson-Despenza for reading that beautiful & powerful speech by @FarahTanis1  RallyNYC ,4,1,5,0.575,122,0,16,16
"#IAmTheResistance

Because only white males and their families are valued by #GOPTaxPlan, etc.

I stand for All the rest of #Americans 
#DisabilityRights
#mentalhealth 
#women 
#ChildrenInNeed 
#educationmatters
#TruthSeekers
#disenfranchisement
#ThePoor
#Uninformed
 ",1,0,1,0.0,282,0,23,23
This is my friend?s niece. Please spread the word to help this little girl. I can?t believe the law is not protecting the innocent. #defendinnocence @YouniqueFound @DefendInnocence #sexualabuse #childhoodsexualabuse  #notokay ,2,1,3,0.15625,226,0,7,7
it was never your fault ,1,0,1,0.0,24,0,2,2
Word. #feminismo #feminism  #urbanart #sticker ,0,0,0,0.0,47,0,1,1
" when i was 7, santa put me on his knee",0,0,0,0.0,39,0,0,0
"This is where we are now, where we?ve always been  ??????????? ",53,41,94,0.0,63,0,3,3
"As the  Movement grows, the #Groppenführer needs a major diversion. Is that one of the reasons Trump is going all in with support for #NoMoore? IF Moore were to win, that would throw huge shade on all the Trump accusers - especially in the ensuing chaos.",0,0,0,0.31562500000000004,254,1,13,14
"When this album came out I knew it was special.  Just didn't know how prescient & relevant it was until  came out.  

""Women have been abused and disrespected for too long.  We felt that it was our duty to speak on this.""
- H-Town 1997 ",2,0,2,0.2357142857142857,239,0,9,9
" Wonder why women aren't showing up in droves for Ben Affleck movies lately?
",0,0,0,-0.3,78,1,3,4
Swedish police -style Facebook group may be illegal: report - The Local Sweden ,0,0,0,-0.25,79,0,7,7
Amplify: Creating real change in the wake of  /via @globeandmail ,0,0,0,0.2,65,0,3,3
We Cannot Erase Tarana Burke From The Movement She Started -- or erase the survivors she started it for  #TIMEPOY ,2,1,3,0.0,114,0,19,19
"This whole  movement will be bad for women. All the resigning with no due process will have a chilling effect. Women will be avoided and discriminated against in order for men to feel ""safe.""

",0,0,0,-0.08749999999999995,195,0,4,4
"This the problem with the  movement. #SelectiveOutrage 
It's gonna derail the movement. #YouHaveBeenWarnedTwiceNow ",1,0,1,0.0,116,0,12,12
"?The system worked for Harvey Weinstein for decades. It works for Woody Allen still.? 

This is exactly why the  campaign is so important. Women are still being ignored. Brave, must-read piece by @realdylanfarrow ",2,1,3,0.4833333333333334,215,0,11,11
"Heidi Bond's account of her #Kozinski clerking experience & the harm it caused her is heartbreaking. Many issues unique to clerkships, but her story is a good starting point for the issues too many women have faced in the legal profession  ",8,3,11,0.3791666666666667,240,0,4,4
Is  the End of Flirting as We Know it?  ,0,0,0,0.0,40,1,7,8
Is  the End of Flirting as We Know it?  ,0,0,0,0.0,40,1,7,8
Is  the End of Flirting as We Know it?  ,0,0,0,0.0,40,1,7,8
Is  the End of Flirting as We Know it?  ,0,0,0,0.0,40,1,7,8
Tfw that Time piece on  is riddled with ads for one of the most celebrated instances of sexual assault in american history ,1,0,1,0.3375,123,0,2,2
This  trend shit is getting out of hand. somebody with an ax to grind can make allegations about something as minor as flirtation 20 yrs ago and boom your career and job is yanked from under your feet #TomAshbrook #AlFranken,0,0,0,-0.125,224,0,7,7
Al Franken?s Resignation and the Selective Force of  ,2,2,4,0.0,53,0,7,7
"The moment you've been waiting all week for - our Friday Faves are now LIVE! Talking everything from the best perfume, a new @Netflix_CA  series to binge and the  movement @TIME  - Come check it out!  #FridayFaves ",0,0,0,0.44696969696969696,214,2,20,22
Team Endofound stands in solidarity with The Silence Breakers: the women (and some men) who have stood up against sexual harassment this year. The power of individual voices in spreading any kind of awareness should not be dismissed!  ,13,3,16,0.4166666666666667,235,1,6,7
WATCH #StacySmith On How Media Underrepresents & Portrays Women  #RoseArmy  #WomenInFilm #NoMore,0,0,0,0.0,96,0,22,22
"America?s latest ?Scarlet Letter? moment: Opposition to real instances of sexual abuse and all forms of anti-human cruelty and exploitation is a class issue, requiring the mobilization of the working class against capitalism  #SocialismNotFeminism  ",0,0,0,0.4,249,0,9,9
What To Do When #Employees Say : A 3-Step Guide   via @HuffPostBlog #businessnews #startup @ladybossblogger @growyourstartup #CEO #business #Leader #PWE #coach #empathy #inclusion #diversity,5,1,6,0.0,190,0,21,21
"2017 is the year survivors of sexual harassment & assault seized the day, mic and made waves of change. WATCH: #SilentNoLonger  via @JenSiebelNewsom @TheRepProject  #16Days #orangetheworld",1,2,3,0.5,188,0,17,17
Dylan Farrow: Why has the  revolution spared Woody Allen? - LA Times ,0,0,0,0.0,69,1,10,11
"Before the  movement, there was the O.G. silence breaker: Catharine Mackinnon coined the term ""sexual harassment"" and challenged the legal system to recognize it as a form of discrimination against women. Here's her incredible story ?  ",50,34,84,0.5333333333333333,236,0,8,8
"7 Reasons why sexual abuse victims don?t report it, and 7 things you can do to stop it.  ",0,0,0,0.5,89,0,3,3
"nyc  rally today was insane! had lots of fun (& turned into an icicle)
thanks to everyone at Now NYC and end abuse today for everything they did to make it happen! ?",3,0,3,-0.15,166,2,6,8
Some people don?t believe actions have consequences.#lockherup # #alfranken #HarveyWeinstein,1,0,1,0.0,92,0,3,3
"#IAmTheResistance I am a sister, aunt, wife and a social worker for our military Veterans. I resist the @GOP and @realDonaldTrump because I value facts, science & equality. I stand against sexual harassment/assault, racism, hate and division. ",1,0,1,-0.09166666666666667,243,0,16,16
The  reckoning continues ? and it's stranger than ever ,0,0,0,0.0,55,0,3,3
"In honor of  and #SilenceBreakers being named Person of the Year, here is @rebeccasugar 's Giant Woman from #StevenUniverse. Love this show and everything it represents. &lt;3 @whammybah @DeedeeMagnoHall ",17,3,20,0.25,204,0,15,15
Dylan Farrow Asks: Why Has Woody Allen Been Spared by ? ,0,0,0,0.0,56,1,11,12
America?s latest ?Scarlet Letter? moment - World Socialist Web Site:  ,0,0,0,0.5,70,0,9,9
"""Not everything that happens to us happens because of us."" @sherylsandberg #OptionB  #SecretShame",2,0,2,0.0,97,0,5,5
The latest The Connection DC!   #believeallwomen,1,1,2,0.625,48,1,5,6
"Netflix: Remove Making a Murderer and Cancel Season 2 on Netflix - Sign the Petition!  via @Change
#MakingAMurderer  
Time to stand up for his victims!
Time to stand up against glorifying a predator!
@reedhastings @netflix 
Please,Read,Sign,Share?",0,0,0,0.0,252,3,21,24
"Powerful stuff from former Alex Kozinski clerk Heidi Bond about her clerkship for Judge Kozinski on the Ninth Circuit. As it should, the  movement reaches into every part of our society.  ",0,0,0,0.15,188,0,12,12
"File this under:

#WhatWereYouThinking ???

 #TMI

#Geesh ",1,0,1,0.0,64,0,11,11
"While I generally respect the police, I'm not in the least surprised by this stat. Not only was my report condescendingly dismissed, they acted like I was falsely accusing him. ""Are you sure you're not overreacting, ma'am?"" No, officer. I'm not.  ",1,0,1,-0.00833333333333334,247,1,10,11
Check out @DublinRCC?s Tweet:  #TrueStory #rape #support #help #CSA #survivorssidebyside #hearmeroar  @DublinRCC @Womens_Aid @NorahCasey @DilW @MiriamOCal,2,1,3,0.0,154,0,24,24
?I don?t think it?s a coincidence whose pain has been taken seriously. Whose pain we have showed historically and continued to show. Whose pain is tolerable and whose pain is intolerable. And whose pain needs to be addressed now.? . ,5,3,8,-0.16666666666666666,233,0,6,6
Hearing from many who wonder what @WNYC's board will do with managers who it appears covered for John Hockenberry's many misdeeds. I explore why a clean slate may be what's needed for the sake of #pubmedia.  #communitymedia #journalism #pubradio  ,1,0,1,0.4555555555555556,247,0,10,10
Even with all the news coverage there?s nothing like seeing the @Time cover in print. #TheSilenceBreakers #WeSaidEnough  @Adamanation @SamanthaCorbin @sosaysalicia @sfpelosi ,15,3,18,0.0,174,0,13,13
Survivors of sexual violence don't owe anyone our stories. Here's why I'm telling mine.  ,0,0,0,0.5,89,0,5,5
Amplify: Creating real change in the wake of  /via @globeandmail ,261,59,320,0.2,65,0,3,3
"""Cyntoia's case says a lot about who in our society gets to be viewed as a 'child' & who gets to be seen & believed as a 'victim'"" -Rights4Girls ED @yvafa  on @1a earlier this week    #FreeCyntoiaBrown",27,31,58,-0.037500000000000006,201,0,10,10
Must read for Catholics: Catholic Social Teaching & Sexual Abuse of Women & a Girls  ,1,0,1,0.17777777777777778,85,0,10,10
Surreal to see myself on @CNN speaking about sexual harassment & gender discrimination in the workplace. #SilenceBreakers  ,24,2,26,0.375,123,0,8,8
"I'm still waiting for you to call on @MooreSenate to drop out & @realDonaldTrump to resign, @SenatorCollins. Or do your high moral standards only apply to Democrats like Al Franken? WhatNext ",4,1,5,0.05333333333333334,191,1,17,18
Fox News Says Women Should Stop The  Movement Before They Ruin Christmas  ,6,0,6,0.0,74,0,14,14
 Im new here,0,0,0,0.13636363636363635,12,0,2,2
"Uh, why are there 4 guys on the stage at the Women's Gubernatorial Forum. Common on, Chicago!!!  ",22,15,37,-0.5859375,97,3,8,11
" Why didn't actresses complain to the head of the Screen Actors Guild? Oh yeah...
",0,0,0,0.0,83,1,5,6
"#HollywoodCelebrityNews Anita Hill Schools Hollywood on Sexual Harassment: More than two decades after her testimony against Supreme Court Justice Clarence Thomas, Anita Hill spoke at UTA about  next steps ",0,0,0,0.3333333333333333,206,0,22,22
Powerful thread. Consequences  reporting ,0,0,0,0.3,41,0,2,2
"Woody Allen gets a pass - again.

Dylan Farrow shocked that Woody Allen's career has not been impacted by , Harvey Weinstein fall out ",1,0,1,-0.7,136,0,10,10
"Thank you @justinbaldoni for your beautifully honest talk and for speaking out on this very important issue of sexual harassment, assault, and toxic masculinity!  ",5,0,5,0.5816666666666667,163,1,3,4
"Well well well! @Alyssa_Milano. #RoseMcGowan said you make her want to vomit!  Rose! And I agree, she's #Fake!  Alyssa, pay your damn taxes! ",0,0,0,-0.015625,141,5,11,16
The  movement should have cancelled @rosemcgowan when she made her N-word comment.,0,0,0,0.0,82,0,4,4
Add to that the doubt and condescension of your spouse if they haven't reached an emotional maturity to be supportive.  ,1,1,2,0.25,120,0,3,3
"Retweet if you agree with .@Amy_Siskind 
The Same Senators who called for #AlFranken to Resign, MUST DEMAND an immediate INVESTIGATION of #DonaldTrump for the 16+ Serious allegations of Sexual Assault #GroperInChief 
#Resist  #IBelieveTheWomen ",3,3,6,0.05555555555555556,246,0,45,45
I Was Hillary Clinton?s Chief Foreign-Policy Advisor. And I Have a  Mea Culpa. ,1,0,1,0.0,79,0,15,15
"We will no longer be silenced.

 

",0,0,0,0.0,39,0,3,3
Gloria Steinem on : Black women have always been more feminist than white women ? Quartz ,0,0,0,0.11111111111111112,89,0,6,6
"?Thread!
Basically, Black folks: we need to talk about  - not just bc TaranaBurke ain?t on the cover of TIME or bc we mad it seems outrage reserved for white victims of assault/harassment. Y?all read to talk abt Bill Cosby, R. Kelly... & some y?all creepy Uncle, or nah?? ",7,3,10,-0.32291666666666663,273,2,17,19
Swedish police -style Facebook group may be illegal: report ,0,1,1,-0.5,60,0,4,4
Al Franken?s Resignation and the Selective Force of  ,0,0,0,0.0,53,0,7,7
 Movement In Running For Time's Person Of The Year  ,0,0,0,0.0,52,0,11,11
Dylan Farrow: Why has the  revolution spared Woody Allen? ,1,0,1,0.0,58,1,7,8
Sign on the  March #TrumpPenceMustGo #Chicago ,13,13,26,0.0,46,0,9,9
 Movement Is A Political Stunt  via @realalexjones,0,0,0,0.0,50,0,7,7
*WARNING* Gruesome VIDEO of Muslim husband honor killing his beautiful wife  via @pamelageller  only works in Hollywood. #honorkillings and this poor women deserves better than to die this way. #islam,0,0,0,-0.010000000000000007,200,0,16,16
 For me and my mother. It's time to speak out and for people to understand this is part of women culture that has to change. Men need to hold other men accountable as well.,0,0,0,-0.125,172,0,3,3
 Does anybody really don't believe the women whom have come out about Roy Moore? I'm male and 40+ years ago  and if you don't believe me ????????????. #Ibelievethewomeninalabama.,0,0,0,0.1,178,1,10,11
One of the church deacons used to ask me to raise my dress so he could see my legs cause them Brown girls had big pretty legs. I probably was around 10 when he started. #KK ,0,0,0,0.125,173,0,7,7
White privilege is still racist.  RallyNYC Rally,0,0,0,0.0,48,0,12,12
#Netflix HEY! make RealRobinWright the lead of HouseofCards now? AMERICA is ready for it! #YesSheCan #HouseOfCards ,0,0,0,0.25,115,3,24,27
Support Roy Moore - a true #Republican. Abusive sexual misconduct and all. Really. Just what Republicans deserve. #ALABAMA #RNC ,0,0,0,0.35000000000000003,128,0,18,18
Reactions from crowd  march with @refusefascismCH #TrumpPenceMustGo ,5,4,9,0.0,68,0,9,9
"Following  rally, people went into subway to share their thoughts on Post-it notes nyc ",1,0,1,0.0,87,0,4,4
The latest #MSM Daily is Out!  ,0,0,0,0.25,31,1,6,7
COMMENTARY: Canadian media will likely botch its  moment ,0,0,0,0.0,57,0,13,13
"So Mad @DNC ?High Road? BS ?. Menendez ?
 @SenBooker @SenFeinstein @SenSchumer 

Roger Stone is a Weasel! Look @ Tweeden?s action during entire USO film... a LOT of Bumping & Grinding

And BIG difference btw a grope & Sexual Assault. 

 I was six. I know. ",0,0,0,0.029166666666666674,263,1,39,40
"I asked @Womans_Place_UK: Do males have the right to be pregnant?

#feminism #Fathers4Justice #lgbt #MAGA  #TransRightsAreHumanRights #transcult #BanMalePregnancy #EndGayMarriage ",0,0,0,0.30952380952380953,181,1,25,26
The  movement is in full swing and Simon Cowell has not been named yet. I think this says a lot. You can be a d-bag and still not harass women.,1,0,1,0.35,143,0,5,5
How Politics Might Sour the  Movement: Look no further than the early nineties to see how sexual harassment scandals curdle into partisan battles. ,0,0,0,0.1125,147,0,8,8
The Majority of  have no agenda. We are simply happy just being able to speak out after so many years. 40 years for me... ,2,0,2,0.6,122,0,5,5
